root           1  0.4  0.1  25072 16188 ?        Ss   14:22   0:06 /sbin/init splash
root         678  0.1  0.0      0     0 ?        S    14:23   0:02 [irq/164-iwlwifi:queue_1]
root         679  1.0  0.0      0     0 ?        S    14:23   0:14 [irq/165-iwlwifi:queue_2]
root         680  0.8  0.0      0     0 ?        S    14:23   0:12 [irq/166-iwlwifi:queue_3]
root         681  0.0  0.0      0     0 ?        S    14:23   0:00 [irq/167-iwlwifi:queue_4]
root         682  0.0  0.0      0     0 ?        S    14:23   0:00 [irq/168-iwlwifi:queue_5]
root         683  0.0  0.0      0     0 ?        S    14:23   0:00 [irq/169-iwlwifi:queue_6]
root         684  0.7  0.0      0     0 ?        S    14:23   0:11 [irq/170-iwlwifi:queue_7]
root         686  0.0  0.0      0     0 ?        S    14:23   0:00 [irq/171-iwlwifi:queue_8]
root         687  0.0  0.0      0     0 ?        S    14:23   0:00 [irq/172-iwlwifi:exception]
root         742  0.0  0.0      0     0 ?        S    14:23   0:00 [jbd2/sda-8]
root         744  0.0  0.0      0     0 ?        I<   14:23   0:00 [kworker/R-ext4-rsv-conversion]
root         877  0.0  0.0      0     0 ?        I<   14:23   0:00 [kworker/R-ttm]
root         893  0.0  0.0      0     0 ?        S    14:23   0:00 [card1-crtc0]
root         894  0.0  0.0      0     0 ?        S    14:23   0:00 [card1-crtc1]
root         895  0.0  0.0      0     0 ?        S    14:23   0:00 [card1-crtc2]
root         896  0.0  0.0      0     0 ?        S    14:23   0:00 [card1-crtc3]
root        1096  0.0  0.0      0     0 ?        S    14:23   0:00 [irq/174-AudioDSP]
root        1518  0.0  0.0  13692  6868 ?        Ss   14:23   0:00 /usr/libexec/bluetooth/bluetoothd
root        1527  0.0  0.0 313516  7936 ?        Ssl  14:23   0:00 /usr/libexec/power-profiles-daemon
root        1537 12.5  0.3 2516580 51972 ?       Ssl  14:23   3:02 /usr/lib/snapd/snapd
root        1539  0.0  0.0 313828  8480 ?        Ssl  14:23   0:00 /usr/libexec/accounts-daemon
root        1541  0.0  0.0   9432  2868 ?        Ss   14:23   0:00 /usr/sbin/cron -f -P
root        1544  0.0  0.0 309728  6864 ?        Ssl  14:23   0:00 /usr/libexec/switcheroo-control
root        1548  0.0  0.0  18176  9360 ?        Ss   14:23   0:00 /usr/lib/systemd/systemd-logind
root        1549  0.0  0.0  17608  8044 ?        Ss   14:23   0:00 /usr/lib/systemd/systemd-machined
root        1550  0.0  0.0 424916 10740 ?        Ssl  14:23   0:00 /usr/sbin/thermald --systemd --dbus-enable --adaptive
root        1551  0.0  0.1 471292 16788 ?        Ssl  14:23   0:00 /usr/libexec/udisks2/udisksd
root        1552  0.0  0.0  73908 15052 ?        Ss   14:23   0:00 /usr/sbin/virtlockd
root        1558  0.0  0.0  73912 15208 ?        Ss   14:23   0:00 /usr/sbin/virtlogd
avahi       1573  0.0  0.0   8488  1520 ?        S    14:23   0:00 avahi-daemon: chroot helper
root        1574  0.0  0.1 337596 20712 ?        Ssl  14:23   0:00 /usr/sbin/NetworkManager --no-daemon
root        1577  0.0  0.2 285228 45800 ?        Ssl  14:23   0:00 /usr/bin/python3 /usr/bin/input-remapper-service
root        1579  0.0  0.0  18436 11844 ?        Ss   14:23   0:00 /usr/sbin/wpa_supplicant -u -s -O DIR=/run/wpa_supplicant GROUP=netdev
root        1733  0.0  0.0 392104 12824 ?        Ssl  14:23   0:00 /usr/sbin/ModemManager
root        1738  0.0  0.0 317660 10496 ?        Ssl  14:23   0:01 /usr/libexec/upowerd
root        1764  0.0  0.1  63896 27196 ?        S    14:23   0:00 /usr/bin/python3 /usr/bin/input-remapper-service
root        1858  0.0  0.0  38408 12220 ?        Ss   14:23   0:00 /usr/sbin/cupsd -l
root        1870  0.0  0.0 1235900 12252 ?       Ssl  14:23   0:00 /snap/canonical-livepatch/406/canonical-livepatchd
root        1881  0.0  0.2 2163412 42732 ?       Ssl  14:23   0:01 /usr/bin/containerd
root        1918  0.0  0.0  12032  8016 ?        Ss   14:23   0:00 sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups
root        1967  0.0  0.0 314828  9336 ?        Ssl  14:23   0:00 /usr/sbin/gdm3
root        2085  0.0  0.0  11492  1332 ?        S    14:23   0:00 /usr/sbin/dnsmasq --conf-file=/var/lib/libvirt/dnsmasq/default.conf --leasefile-ro --dhcp-script=/usr/lib/libvirt/libvirt_leaseshelper
root        2213  0.0  0.0      0     0 ?        S<   14:23   0:00 [krfcommd]
root        3136  0.0  0.0      0     0 ?        I    14:23   0:00 [kworker/6:3-mm_percpu_wq]
root        3160  0.0  0.0 242588 10808 ?        Sl   14:24   0:00 gdm-session-worker [pam/gdm-password]
root        3976  0.0  0.0   2712  2116 ?        Ss   14:24   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
pc          4003  0.0  0.5 560192 84444 ?        Sl   14:24   0:00 /usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.EZ4OS3 -listenfd 4 -listenfd 5 -displayfd 6 -initfd 7 -byteswappedclients
root        4062  0.0  0.0 386972  7812 ?        Ssl  14:24   0:00 /usr/libexec/ubuntu-advantage-desktop-daemon
root        4201  0.0  0.2 404540 48020 ?        Ssl  14:24   0:01 /usr/libexec/fwupd/fwupd
root        7370  0.0  0.0      0     0 ?        I    14:28   0:00 [kworker/3:0-cgroup_free]
root        7394  0.0  0.0      0     0 ?        I    14:29   0:00 [kworker/0:0-i915-unordered]
root        8063  0.0  0.0      0     0 ?        I    14:34   0:00 [kworker/5:2-events]
root        8300  0.0  0.0      0     0 ?        I    14:37   0:00 [kworker/7:0-events]
root        8309  0.0  0.0      0     0 ?        I    14:38   0:00 [kworker/0:1-rcu_gp]
root        8322  0.0  0.0      0     0 ?        I    14:38   0:00 [kworker/4:0]
root        8373  0.0  0.0      0     0 ?        I    14:39   0:00 [kworker/u32:1-flush-259:0]
root        8374  0.0  0.0      0     0 ?        I    14:39   0:00 [kworker/1:0-cgroup_free]
root        8380  0.0  0.0      0     0 ?        I    14:39   0:00 [kworker/2:0]
root        8400  0.1  0.0      0     0 ?        I<   14:40   0:00 [kworker/u33:3-rb_allocator]
root        8403  0.0  0.0      0     0 ?        I    14:40   0:00 [kworker/5:1-events]
root        8409  0.0  0.0      0     0 ?        I    14:40   0:00 [kworker/6:1-events]
root        8759  0.0  0.0      0     0 ?        I    14:42   0:00 [kworker/u32:2]
root        8760  0.0  0.0      0     0 ?        I    14:42   0:00 [kworker/u32:3-flush-259:0]
root        9430  0.0  0.0      0     0 ?        I<   14:43   0:00 [kworker/R-tls-strp]
root        9701  0.0  0.0      0     0 ?        I    14:44   0:00 [kworker/3:1-cgroup_free]
root        9714  0.0  0.0      0     0 ?        I    14:44   0:00 [kworker/0:2]
root        9873  0.0  0.0      0     0 ?        S    14:44   0:00 [psimon]
root       10139  0.4  0.2 449412 38588 ?        Ssl  14:44   0:00 /usr/libexec/packagekitd
root       10336  0.0  0.0      0     0 ?        I    14:46   0:00 [kworker/5:0-events]
root       10340  0.0  0.0      0     0 ?        I    14:46   0:00 [kworker/6:0]
root       10482  0.0  0.0      0     0 ?        I    14:47   0:00 [kworker/2:2]
pc         10516  0.0  0.0   9156  2364 ?        S    14:47   0:00 grep root
